modulation,pilot_spacing,snr_db,channel,scenario,method,ber
4,5,3,doppler,doppler_p5_v120_f3500MHz,cubic,9.053095238095236e-07
4,5,3,doppler,doppler_p40_v30_f700MHz,perfect,9.154166666666668e-07
4,5,3,doppler,doppler_p40_v30_f700MHz,fft,9.153761904761905e-07
4,5,3,doppler,doppler_p40_v30_f700MHz,cubic,9.154309523809524e-07
4,5,3,doppler,doppler_p40_v30_f3500MHz,perfect,9.135666666666668e-07
4,5,3,doppler,doppler_p40_v30_f3500MHz,fft,9.135761904761904e-07
4,5,3,doppler,doppler_p40_v30_f3500MHz,cubic,9.137214285714286e-07
4,5,3,doppler,doppler_p40_v120_f700MHz,perfect,9.12745238095238e-07
4,5,3,doppler,doppler_p40_v120_f700MHz,fft,9.126714285714285e-07
4,5,3,doppler,doppler_p40_v120_f700MHz,cubic,9.127738095238096e-07
4,5,3,doppler,doppler_p40_v120_f3500MHz,perfect,9.225476190476192e-07
4,5,3,doppler,doppler_p40_v120_f3500MHz,fft,9.226095238095236e-07
4,5,3,doppler,doppler_p40_v120_f3500MHz,cubic,9.230214285714286e-07
4,5,4,awgn,awgn,perfect,4.0939761904761907e-07
4,5,4,awgn,awgn,fft,4.0939761904761907e-07
4,5,4,awgn,awgn,cubic,4.0939761904761907e-07
4,5,4,rayleigh,rayleigh,perfect,8.065642857142857e-07
4,5,4,rayleigh,rayleigh,fft,2.5014761904761904e-06
4,5,4,rayleigh,rayleigh,cubic,2.4981595238095237e-06
4,5,4,doppler,doppler_p5_v30_f700MHz,perfect,7.648666666666669e-07
4,5,4,doppler,doppler_p5_v30_f700MHz,fft,7.648666666666668e-07
4,5,4,doppler,doppler_p5_v30_f700MHz,cubic,7.648809523809524e-07
4,5,4,doppler,doppler_p5_v30_f3500MHz,perfect,7.588714285714286e-07
4,5,4,doppler,doppler_p5_v30_f3500MHz,fft,7.589095238095238e-07
4,5,4,doppler,doppler_p5_v30_f3500MHz,cubic,7.587928571428572e-07
4,5,4,doppler,doppler_p5_v120_f700MHz,perfect,7.814880952380953e-07
4,5,4,doppler,doppler_p5_v120_f700MHz,fft,7.815119047619048e-07
4,5,4,doppler,doppler_p5_v120_f700MHz,cubic,7.813904761904761e-07
4,5,4,doppler,doppler_p5_v120_f3500MHz,perfect,7.736499999999998e-07
4,5,4,doppler,doppler_p5_v120_f3500MHz,fft,7.737047619047619e-07
4,5,4,doppler,doppler_p5_v120_f3500MHz,cubic,7.744166666666668e-07
4,5,4,doppler,doppler_p40_v30_f700MHz,perfect,7.918523809523809e-07
4,5,4,doppler,doppler_p40_v30_f700MHz,fft,7.918452380952381e-07
4,5,4,doppler,doppler_p40_v30_f700MHz,cubic,7.918761904761905e-07
4,5,4,doppler,doppler_p40_v30_f3500MHz,perfect,8.092547619047618e-07
4,5,4,doppler,doppler_p40_v30_f3500MHz,fft,8.093238095238096e-07
4,5,4,doppler,doppler_p40_v30_f3500MHz,cubic,8.091523809523809e-07
4,5,4,doppler,doppler_p40_v120_f700MHz,perfect,8.06392857142857e-07
4,5,4,doppler,doppler_p40_v120_f700MHz,fft,8.063642857142856e-07
4,5,4,doppler,doppler_p40_v120_f700MHz,cubic,8.063833333333332e-07
4,5,4,doppler,doppler_p40_v120_f3500MHz,perfect,8.05047619047619e-07
4,5,4,doppler,doppler_p40_v120_f3500MHz,fft,8.050809523809524e-07
4,5,4,doppler,doppler_p40_v120_f3500MHz,cubic,8.06097619047619e-07
4,5,5,awgn,awgn,perfect,2.755642857142858e-07
4,5,5,awgn,awgn,fft,2.755642857142858e-07
4,5,5,awgn,awgn,cubic,2.755642857142858e-07
4,5,5,rayleigh,rayleigh,perfect,6.943761904761905e-07
4,5,5,rayleigh,rayleigh,fft,2.4981119047619043e-06
4,5,5,rayleigh,rayleigh,cubic,2.496826190476191e-06
4,5,5,doppler,doppler_p5_v30_f700MHz,perfect,6.567761904761903e-07
4,5,5,doppler,doppler_p5_v30_f700MHz,fft,6.567357142857142e-07
4,5,5,doppler,doppler_p5_v30_f700MHz,cubic,6.568571428571429e-07
4,5,5,doppler,doppler_p5_v30_f3500MHz,perfect,6.722e-07
4,5,5,doppler,doppler_p5_v30_f3500MHz,fft,6.721214285714287e-07
4,5,5,doppler,doppler_p5_v30_f3500MHz,cubic,6.718976190476193e-07
4,5,5,doppler,doppler_p5_v120_f700MHz,perfect,6.514642857142858e-07
4,5,5,doppler,doppler_p5_v120_f700MHz,fft,6.514809523809524e-07
4,5,5,doppler,doppler_p5_v120_f700MHz,cubic,6.513666666666666e-07
4,5,5,doppler,doppler_p5_v120_f3500MHz,perfect,6.545142857142858e-07
4,5,5,doppler,doppler_p5_v120_f3500MHz,fft,6.54552380952381e-07
4,5,5,doppler,doppler_p5_v120_f3500MHz,cubic,6.553809523809524e-07
4,5,5,doppler,doppler_p40_v30_f700MHz,perfect,6.677595238095237e-07
4,5,5,doppler,doppler_p40_v30_f700MHz,fft,6.677809523809524e-07
4,5,5,doppler,doppler_p40_v30_f700MHz,cubic,6.677904761904763e-07
4,5,5,doppler,doppler_p40_v30_f3500MHz,perfect,6.935452380952379e-07
4,5,5,doppler,doppler_p40_v30_f3500MHz,fft,6.935476190476191e-07
4,5,5,doppler,doppler_p40_v30_f3500MHz,cubic,6.936904761904762e-07
4,5,5,doppler,doppler_p40_v120_f700MHz,perfect,6.829809523809524e-07
4,5,5,doppler,doppler_p40_v120_f700MHz,fft,6.829761904761906e-07
4,5,5,doppler,doppler_p40_v120_f700MHz,cubic,6.830214285714286e-07
4,5,5,doppler,doppler_p40_v120_f3500MHz,perfect,6.821166666666666e-07
4,5,5,doppler,doppler_p40_v120_f3500MHz,fft,6.821214285714285e-07
4,5,5,doppler,doppler_p40_v120_f3500MHz,cubic,6.829452380952381e-07
4,5,6,awgn,awgn,perfect,1.7013571428571433e-07
4,5,6,awgn,awgn,fft,1.7013571428571433e-07
4,5,6,awgn,awgn,cubic,1.7013571428571433e-07
4,5,6,rayleigh,rayleigh,perfect,5.918261904761904e-07
4,5,6,rayleigh,rayleigh,fft,2.4987238095238087e-06
4,5,6,rayleigh,rayleigh,cubic,2.4996333333333327e-06
4,5,6,doppler,doppler_p5_v30_f700MHz,perfect,5.514166666666665e-07
4,5,6,doppler,doppler_p5_v30_f700MHz,fft,5.514119047619049e-07
4,5,6,doppler,doppler_p5_v30_f700MHz,cubic,5.514214285714285e-07
4,5,6,doppler,doppler_p5_v30_f3500MHz,perfect,5.797642857142857e-07
4,5,6,doppler,doppler_p5_v30_f3500MHz,fft,5.797452380952381e-07
4,5,6,doppler,doppler_p5_v30_f3500MHz,cubic,5.798142857142857e-07
4,5,6,doppler,doppler_p5_v120_f700MHz,perfect,5.694357142857143e-07
4,5,6,doppler,doppler_p5_v120_f700MHz,fft,5.693809523809523e-07
4,5,6,doppler,doppler_p5_v120_f700MHz,cubic,5.694142857142857e-07
4,5,6,doppler,doppler_p5_v120_f3500MHz,perfect,5.637476190476192e-07
4,5,6,doppler,doppler_p5_v120_f3500MHz,fft,5.637571428571429e-07
4,5,6,doppler,doppler_p5_v120_f3500MHz,cubic,5.651833333333333e-07
4,5,6,doppler,doppler_p40_v30_f700MHz,perfect,5.655095238095238e-07
4,5,6,doppler,doppler_p40_v30_f700MHz,fft,5.65547619047619e-07
4,5,6,doppler,doppler_p40_v30_f700MHz,cubic,5.655095238095237e-07
4,5,6,doppler,doppler_p40_v30_f3500MHz,perfect,6.061904761904764e-07
4,5,6,doppler,doppler_p40_v30_f3500MHz,fft,6.062190476190475e-07
4,5,6,doppler,doppler_p40_v30_f3500MHz,cubic,6.063595238095238e-07
4,5,6,doppler,doppler_p40_v120_f700MHz,perfect,5.842666666666666e-07
4,5,6,doppler,doppler_p40_v120_f700MHz,fft,5.842666666666667e-07
4,5,6,doppler,doppler_p40_v120_f700MHz,cubic,5.843047619047619e-07
4,5,6,doppler,doppler_p40_v120_f3500MHz,perfect,5.855142857142857e-07
4,5,6,doppler,doppler_p40_v120_f3500MHz,fft,5.855428571428571e-07
4,5,6,doppler,doppler_p40_v120_f3500MHz,cubic,5.860428571428572e-07
4,5,7,awgn,awgn,perfect,9.376666666666667e-08
4,5,7,awgn,awgn,fft,9.376666666666667e-08
4,5,7,awgn,awgn,cubic,9.376666666666667e-08
